country,region,bbox
French Polynesia,Windward Islands,"-17.869073174999926,-150.6552628249999,-16.98219166499996,-149.14911861899992"
French Southern and Antarctic Lands,Archipel des Crozet,"-46.45126718499995,50.17554772200003,-46.04371510199991,51.868174675000034"
French Southern and Antarctic Lands,Archipel des Kerguelen,"-49.72161223799992,68.61011803500008,-48.566664320999905,70.56853274800005"
French Southern and Antarctic Lands,Iles Eparses de l'ocean Indien,"-22.365492445999905,39.69393964900007,-11.550632419999886,54.52133222700007"
French Southern and Antarctic Lands,Iles Saint-Paul et Nouvelle-Amsterdam,"-38.73845794099992,77.48755944100003,-37.820245049999926,77.58521569100003"
Gabon,Estuaire,"-0.5780005840597369,9.298838738000086,1.0612653670000896,10.973986851412064"
Gabon,Haut-Ogooué,"-2.5016032919999276,12.741014228000068,0.04066966417366302,14.498990519000131"
Gabon,Moyen-Ogooué,"-1.2554786106493907,9.561876661778513,0.2352831078291615,11.582838575839617"
Gabon,Ngounié,"-2.8049957269999624,9.872400343401125,-0.5753650848308212,12.499784383000133"
Gabon,Nyanga,"-3.936856189796041,9.961720742840322,-2.253763929761533,11.954908081000099"
Gabon,Ogooué-Ivindo,"-0.7534937476383448,11.28011803641823,1.4344355270000335,14.468088013000056"
Gabon,Ogooué-Lolo,"-1.9248943079999208,11.497830844717669,0.2814301620722972,13.558997022794358"
Gabon,Ogooué-Maritime,"-2.7454062025281867,8.695567254000082,-0.2716484165425466,10.607135858333208"
Gabon,Wouleu-Ntem,"0.23011546485679446,10.364463331617458,2.3224950160001185,13.298391968000118"
Gambia,Banjul,"13.33464078584359,-16.762928839999915,13.496161200000074,-16.585316535999937"
Gambia,Central River,"13.32309421742417,-15.498030090316433,13.81998443600007,-14.462134596234648"
Gambia,Lower River,"13.248511948000086,-16.22760982999995,13.562686672252084,-15.181331442292219"
Gambia,North Bank,"13.336859442000048,-16.56139916999996,13.641522304910438,-15.301909960276475"
Gambia,Upper River,"13.228573507000078,-14.552109140024811,13.579146423000026,-13.818712524999881"
Gambia,West Coast,"13.065008856000077,-16.829701300999943,13.404974677000041,-15.824367246999913"
Gaza Strip,Gaza Strip,"31.211448958000076,34.200269441306034,31.58314132300005,34.5304293210001"
Georgia,Abkhazia,"42.40645694782984,39.985976355436605,43.57584259000002,42.15433396100008"
Georgia,Ajaria,"41.421813863000054,41.52076256600009,41.90261465100008,42.586647575000086"
Georgia,Guria,"41.793599148381986,41.71524927373497,42.15861562790889,42.64962446499703"
Georgia,Imereti,"41.805872301565444,42.206033970091596,42.52409719542919,43.77276004404075"
Georgia,Kakheti,"41.04411082000006,45.0213660006404,42.55984209600008,46.69480310100005"
Georgia,Kvemo Kartli,"41.16461706200009,43.67271447109596,41.84416453676391,45.333095596684416"
Georgia,Mtskheta-Mtianeti,"41.685621242926004,44.18580345856276,42.759509990000126,45.30157131900006"
Georgia,Racha-Lechkhumi-Kvemo Svaneti,"42.33958649282238,42.35258833158622,42.93447107200005,43.908152297290655"
Georgia,Samegrelo-Zemo Svaneti,"42.05934264274873,41.55119496587497,43.236018372000004,43.17522846100013"
Georgia,Samtskhe-Javakheti,"41.10452056900006,42.481159295000054,41.91795848189838,43.978186390000076"
Georgia,Shida Kartli,"41.71716970491792,43.42621788944405,42.62650810136773,44.573227980386946"
Georgia,Tbilisi,"41.62503062606254,44.6807149594278,41.795330309146436,45.00927371640887"
Germany,Baden-Württemberg,"47.532743111105674,7.511871785000096,49.79559133577152,10.495101353045015"
Germany,Bayern,"47.27112091100007,8.976589389988362,50.562857163727074,13.816861612000082"
Germany,Berlin,"52.34202505111517,13.091635369676567,52.66355581315025,13.750923293075516"
Germany,Brandenburg,"51.34797719988785,11.274089929306797,53.543811266876446,14.76140344300012"
Germany,Bremen,"53.02461904653177,8.496050246121968,53.61709671821125,8.989921908569215"
Germany,Hamburg,"53.40438914704146,9.74081038148496,53.72778026015084,10.327979770649904"
Germany,Hessen,"49.3962875431356,7.771391635615487,51.65501272245916,10.23289513510241"
Germany,Mecklenburg-Vorpommern,"53.10824092687727,10.601244744948985,54.68842194200005,14.39126051076397"
Germany,Niedersachsen,"51.290461330925666,6.6595158210000704,53.89248281500005,11.58133995907184"
Germany,Nordrhein-Westfalen,"50.323080035000075,5.852489868000106,52.52418447533324,9.462141148095498"
Germany,Rheinland-Pfalz,"48.95825033100003,6.096402629000096,50.93270539034148,8.50457685693641"
Germany,Saarland,"49.10501414000005,6.342279094000105,49.629477443729,7.390588006331427"
Germany,Sachsen,"50.16081532800011,11.89739301887272,51.670076401804465,15.022059367000054"
Germany,Sachsen-Anhalt,"50.927899482575015,10.569618767691964,53.050302231762544,13.236846144034303"
Germany,Schleswig-Holstein,"53.36387482376409,7.879893425000091,55.065334377000056,11.31421959700009"
Germany,Thüringen,"50.20727163347908,9.87767134006026,51.63736522072833,12.647373081202716"
Ghana,Ashanti,"5.853699855963555,-2.4454266015564485,7.623436794072802,-0.2137798732425722"
Ghana,Brong Ahafo,"6.3867164170289925,-3.09727411440889,8.788301093220866,0.2413086275910814"
Ghana,Central,"5.019268597168036,-2.1717998929507303,6.297652086074891,-0.35930676739343426"
Ghana,Eastern,"5.725904039339923,-1.2435103006598638,7.19284292186336,0.3226473316090619"
Ghana,Greater Accra,"5.498672498936685,-0.5100408593981456,6.000254218357497,0.7206592139515351"
Ghana,Northern,"7.964501248234001,-2.7748388269998827,10.700253768296761,0.5375688070001274"
Ghana,Upper East,"10.298596502926273,-1.5785027733842867,11.16293731700003,0.019409221000046273"
Ghana,Upper West,"9.653325350884245,-2.9325036219999276,11.026589050000084,-1.3560615707848456"
Ghana,Volta,"5.7554385440000715,-0.39490576778695186,8.778301703161048,1.187968384000044"
Ghana,Western,"4.737127997000073,-3.262509317999985,7.054053375263038,-1.4211480370522622"
Gibraltar,Gibraltar,"36.11050039300005,-5.358386758461411,36.14111967199992,-5.338773483242616"
Greece,Anatoliki Makedonia kai Thraki,"40.398138739000046,23.619158155624348,41.750475973000064,26.6365959070001"
Greece,Attiki,"35.82916901200008,22.899668816000087,38.34357330900008,24.087412957000083"
Greece,Ayion Oros,"40.124701239000046,23.99122155000009,40.44916413000004,24.393809441000087"
Greece,Dytiki Ellada,"37.37306793883431,20.729340040000068,39.15394114856514,22.372205845423423"
Greece,Dytiki Makedonia,"39.79519399750495,20.739552404000108,40.92799387700008,22.171081169860088"
Greece,Ionioi Nisoi,"37.65151601800005,19.626475457000083,39.82453034100007,20.996348504000082"
Greece,Ipeiros,"38.950100002000056,19.999847852000073,40.32663442653751,21.385082634555943"
Greece,Kentriki Makedonia,"39.91266510600008,21.692660760385763,41.3999030560001,24.12165978437156"
Greece,Kriti,"34.81500885600008,23.518239780000044,35.68695709800005,26.321136915000068"
Greece,Notio Aigaio,"35.34935130400004,24.27515709700009,38.00023021000004,28.239756707000083"
Greece,Peloponnisos,"36.39093659100007,21.567556186000047,38.16295025685227,23.4421146993339"
Greece,Stereá Elláda,"37.96002838700008,21.362345005117902,39.243728949931096,24.683848504000082"
Greece,Thessalia,"38.95702810336428,21.11037072123179,40.17362050997855,24.09473717500009"
Greece,Voreio Aigaio,"37.51316966400009,24.97364342500009,40.03620026200008,27.067881707000083"
Greenland,Kommune Kujalleq,"59.792629299000055,-48.24266516799992,62.75958893400008,-42.08238684799994"
Greenland,Kommuneqarfik Sermersooq,"60.964544989000046,-52.19455592999992,71.94284414324261,-21.47679602799991"
Greenland,Nationalparken,"70.99959422529321,-61.85064151919073,83.63410065300008,-11.37682044199994"
Greenland,Pituffik,"76.30082103116564,-69.07949785099993,76.60074997423192,-67.6428165352549"
Greenland,Qaasuitsup Kommunia,"67.49481842700004,-73.05724036399994,81.22833893400008,-43.9999702622178"
Greenland,Qeqqata Kommunia,"64.57183125500006,-53.964914516999954,67.76923248900005,-43.9999702622178"
Grenada,Carriacou and Petite Martinique,"12.440375067000048,-61.49624589799993,12.529730536000045,-61.42162024599992"
Grenada,Saint Andrew,"12.069037177000041,-61.68802818425331,12.179164864766676,-61.603221831101244"
Grenada,Saint David,"12.022040106000077,-61.69625335041178,12.089510548872738,-61.62450110599991"
Grenada,Saint George,"12.002834377000056,-61.79051673099991,12.110895981964006,-61.676512950911956"
Grenada,Saint John,"12.110073465617916,-61.75104732999995,12.18394723351376,-61.66253016763312"
Grenada,Saint Mark,"12.158601948021442,-61.71514777500088,12.22333308848268,-61.65595003416672"
Grenada,Saint Patrick,"12.176691039358442,-61.68213384041164,12.239732164000088,-61.602772589999915"
Guam,Guam,"13.241034247000073,144.62419681100005,13.654120184000078,144.9521590500001"
Guatemala,Alta Verapaz,"15.151065171820221,-90.81814612464393,16.082377835168927,-89.39634660511172"
Guatemala,Baja Verapaz,"14.881520901468434,-90.87191545303568,15.295707506296367,-89.91737423383381"
Guatemala,Chimaltenango,"14.38284332945608,-91.11414872928043,14.941878974335168,-90.65761328762312"
Guatemala,Chiquimula,"14.415477804000062,-89.73635169117756,14.949320380431175,-89.1426936449999"
Guatemala,El Progreso,"14.674298406945923,-90.41760209765869,15.159850165053058,-89.7645670228498"
Guatemala,Escuintla,"13.911135082000044,-91.55186926999994,14.489296779722565,-90.51570980516334"
Guatemala,Guatemala,"14.256236070338389,-90.76522945787315,14.917022610505057,-90.20908769374205"
Guatemala,Huehuetenango,"15.155974433273457,-92.10593123144116,16.069868593000066,-90.99479783199988"
Guatemala,Izabal,"15.071284391261656,-89.66136918763789,15.969631252000056,-88.22093665299991"
Guatemala,Jalapa,"14.433486233103167,-90.2852070788436,14.877645168789513,-89.66023230697539"
Guatemala,Jutiapa,"13.731404008980572,-90.29285519141393,14.577611802742467,-89.49614812999991"
Guatemala,Petén,"15.842108262786098,-91.44250158699987,17.81601959300012,-89.1492048451793"
Guatemala,Quezaltenango,"14.511724350798147,-92.13796220579115,15.220880032387583,-91.42828976116351"
Guatemala,Quiché,"14.807106837810295,-91.33222327278577,16.079259908118274,-90.43150305881909"
Guatemala,Retalhuleu,"14.117349342936476,-92.16239463174796,14.740134182046859,-91.51050696522424"
Guatemala,Sacatepéquez,"14.404909166225025,-90.89147498178494,14.777909654207178,-90.61758989076083"
Guatemala,San Marcos,"14.48732588960958,-92.24625650399989,15.4544690619976,-91.61610775386976"
Guatemala,Santa Rosa,"13.788715510162957,-90.62743425208902,14.519062405005968,-90.05033769432913"
Guatemala,Sololá,"14.530431219725017,-91.47660722484352,14.910666409127487,-91.0688284982366"
Guatemala,Suchitepéquez,"14.04829010720266,-91.66522620322667,14.739565741265949,-91.09539018440944"
Guatemala,Totonicapán,"14.817648831128622,-91.59388688836918,15.264908352238649,-91.18298173701754"
Guatemala,Zacapa,"14.779873358968302,-89.87799679211827,15.302890529973979,-89.14694031914041"
Guernsey,Sark,"49.41156647300005,-2.673451300999943,49.73139069200005,-2.1703181629999335"
Guinea,Beyla,"8.015170797000053,-8.969148020564717,9.418651021000088,-7.662447469999961"
Guinea,Boffa,"9.850043036000045,-14.550892706999946,10.740843410694822,-13.612441985309374"
Guinea,Boke,"10.47337474200009,-15.081125454999949,11.66884958900009,-13.758767055655085"
Guinea,Conakry,"9.505804755000042,-13.726226365999935,9.573834541430926,-13.643266996674583"
Guinea,Coyah,"9.52448151201213,-13.528192872802833,9.998574346029216,-13.089549378501033"
Guinea,Dabola,"9.994283014232797,-11.606405652498893,11.11255198838353,-10.598107266437182"
Guinea,Dalaba,"10.49124624271991,-12.649532436872448,11.305976874533144,-11.779627707752525"
Guinea,Dinguiraye,"10.94496270906177,-11.423078996398544,12.21946197600009,-9.888771525285676"
Guinea,Dubréka,"9.500189520000049,-13.913434617713449,10.404169358628963,-13.113584637920724"
Guinea,Faranah,"9.047616856000033,-11.449172865131077,10.662088528163054,-10.12242570628132"
Guinea,Forécariah,"9.041464742000102,-13.520863410999937,9.698133596088553,-12.601551676999861"
Guinea,Fria,"10.239198941078257,-13.828633622743496,10.714777694335112,-13.19629027637518"
Guinea,Gaoual,"11.129476019702508,-14.047955370344084,12.31085846544579,-12.704154425086642"
Guinea,Guéckédou,"8.269599711000083,-10.735283161999888,9.1851760931022,-9.769992438300392"
Guinea,Kankan,"9.33517287322951,-9.955200771998022,10.749676220880872,-8.070432901999936"
Guinea,Kérouané,"8.910652442955893,-9.336099832141542,9.740195300972346,-8.465766235223612"
Guinea,Kindia,"9.56293525825555,-13.2818314583551,10.619042060242862,-12.109807051154519"
Guinea,Kissidougou,"8.860002143284248,-10.478243781425363,9.716564846190693,-9.221202578835971"
Guinea,Koubia,"11.285668036050993,-12.317470046205699,12.134609273000123,-11.343988620878179"
Guinea,Koundara,"12.015427937549248,-13.736314453999881,12.673387757000029,-12.57812972340804"
Guinea,Kouroussa,"9.595822862035448,-10.897856410744794,11.466542789518087,-9.343053225625852"
Guinea,Labé,"11.14841543172679,-12.525667208874609,11.727772131478673,-12.055486009371862"
Guinea,Lélouma,"10.985867214000734,-12.989718390091639,11.725677574460462,-12.461628210873243"
Guinea,Lola,"7.54429514600011,-8.572779500999928,8.219965105804988,-8.067228964445178"
Guinea,Macenta,"7.754584051212987,-9.919899465188166,9.089724892989409,-8.85633921068603"
Guinea,Mali,"11.652940171751538,-12.862956102242322,12.431645407000047,-11.38842159099994"
Guinea,Mamou,"9.881675835871135,-12.426006028655308,11.326182359328413,-11.249234753281257"
Guinea,Mandiana,"9.949988098372046,-9.373097300799827,11.649470927000024,-7.962584187999937"
Guinea,Nzérékoré,"7.622016500161351,-9.069404374812052,8.36417666592041,-8.429713345194727"
Guinea,Pita,"10.46993766389204,-12.964035203062167,11.321660671502798,-12.121838548410267"
Guinea,Siguiri,"10.863843705822376,-10.207717658243325,12.497532858000042,-8.726516886999889"
Guinea,Télimélé,"10.397239162257506,-14.14453160165209,11.366102403403204,-12.87486752021988"
Guinea,Tougué,"10.999509792742742,-12.005489060871469,12.040403137794556,-11.119312602994228"
Guinea,Yomou,"7.190208232000103,-9.490707966999935,8.053226523984904,-8.725741739999876"
Guinea Bissau,Bafatá,"11.59763865849726,-15.070909185810308,12.678108545273119,-14.343107647999943"
Guinea Bissau,Biombo,"11.734808661000045,-16.16551673099991,12.03146230733961,-15.624131231671015"
Guinea Bissau,Bissau,"11.804753150737326,-15.678288132791124,11.965884915556387,-15.545556656011987"
Guinea Bissau,Bolama,"11.028957424000055,-16.426258917999917,11.69267161720137,-15.336293097999942"
Guinea Bissau,Cacheu,"11.885443427000041,-16.728436776914492,12.557121923038324,-15.397271694033464"
Guinea Bissau,Gabú,"11.56057546108866,-14.558356492857854,12.675897212000095,-13.660711832999937"
Guinea Bissau,Oio,"11.898084031845464,-15.752805549236712,12.679433900000063,-14.849708217560192"
Guinea Bissau,Quinara,"11.33388906500005,-15.551380988999938,11.940130927000041,-14.829786952705717"
Guinea Bissau,Tombali,"10.92763906500005,-15.426340298999946,11.69861440742892,-14.432267986078728"
Guyana,Barima-Waini,"6.950609646517933,-60.73057775899994,8.558010158000059,-58.78066643255597"
Guyana,Cuyuni-Mazaruni,"6.71395742439563,-59.177183396896226,7.6650765440659745,-58.46422278599994"
Guyana,Demerara-Mahaica,"6.105855007002958,-58.833560960569855,6.9776472030000605,-58.173497890814986"
Guyana,East Berbice-Corentyne,"6.0798617625103475,-58.30597042489518,6.832220770000049,-57.88237871010938"
Guyana,Essequibo Islands-West Demerara,"5.839488837339957,-58.13634253627902,6.712827334850478,-57.51909339134693"
Guyana,Mahaica-Berbice,"1.453781096020748,-58.50215999968424,6.339505005000092,-56.481819010999914"
Guyana,Pomeroon-Supenaam,"5.1553938070000385,-61.39671280899992,7.193152981125138,-58.57024370038647"
Guyana,Potaro-Siparuni,"3.999549465035784,-60.164850016999935,5.70908335990913,-58.2821734282611"
Guyana,Upper Demerara-Berbice,"1.1858202110000775,-60.000079711999945,4.5089757350421,-57.928913337080814"
Guyana,Upper Takutu-Upper Essequibo,"4.613775539809296,-58.88492733372948,6.464877021257507,-57.60601315038656"
Haiti,Centre,"18.680681698000072,-72.36518978508053,19.335770982444842,-71.63911088099988"
Haiti,Grand'Anse,"18.360119940882555,-74.48916581899994,18.670314846000053,-73.71458899599992"
Haiti,L'Artibonite,"18.864430242961305,-73.1218102687289,19.810780748133027,-72.20005774586826"
