country,region,bbox
Latvia,Lielvardes,"56.62038808793989,24.79975498240651,56.80960298588906,25.097465854665415"
Latvia,Liepāja,"56.44586823100008,20.992198113000086,56.61504601182653,21.10322032046139"
Latvia,Ligatnes,"57.10983400673399,24.900371942311267,57.24761362456911,25.212690248955823"
Latvia,Limbaži,"57.22307078688726,24.39489325719205,57.77069509350372,25.087802362289153"
Latvia,Livanu,"56.18334096941021,26.088516473256618,56.51789419256289,26.601209954176"
Latvia,Lubanas,"56.80139554446879,26.473060614955386,56.99295563419514,26.9851025730253"
Latvia,Ludzas,"56.18194570632926,27.48600223221723,56.57592682636192,28.16787194783211"
Latvia,Madona,"56.58670136187834,25.74815194435672,57.10039093729188,26.953324130104477"
Latvia,Malpils,"56.92148712812843,24.807406040256524,57.10455921043916,25.147540316632274"
Latvia,Marupes,"56.82642001946829,23.822810865928716,56.93866954186586,24.06625271319217"
Latvia,Mazsalacas,"57.796470091421554,24.827417479000076,58.06730946900005,25.25026650779307"
Latvia,Mersraga,"57.23847036391612,22.920061936109448,57.39447662979262,23.160151242985478"
Latvia,Nauksenu,"57.78933803052564,25.261226250590994,58.008250005422155,25.703799772000053"
Latvia,Neretas,"56.15987632300009,24.8709672446426,56.49566977474029,25.408557977068995"
Latvia,Nicas,"56.166191600362026,20.968597852000073,56.498784252890914,21.22634712771776"
Latvia,Ogre,"56.69684967677114,24.587657097596946,56.99445425096286,25.55568078024379"
Latvia,Olaines,"56.668065904317984,23.756307407161103,56.88611599885422,24.23045505575618"
Latvia,Ozolnieku,"56.50171946917811,23.670844537245557,56.74583893491888,24.11023929190975"
Latvia,Pargaujas,"57.23821955918527,24.799499546167112,57.50021149386532,25.38685387460663"
Latvia,Pavilostas,"56.63523252066426,21.046153190717177,56.97362864854324,21.493396436796104"
Latvia,Plavinu,"56.57628856156782,25.49358157672839,56.82818533018883,25.93570926317193"
Latvia,Preilu,"56.11109731698758,26.460600651898574,56.44981293082208,26.888467644765967"
Latvia,Priekules,"56.26579191604095,21.354267379036287,56.571272395004996,21.75082015812376"
Latvia,Priekulu,"57.20847168741841,25.23147837792476,57.468637193451684,25.657948438569576"
Latvia,Raunas,"57.18498652530786,25.511734645837237,57.464606432041194,26.058595819241646"
Latvia,Rezekne,"56.47490562749266,27.274284355038958,56.560760606316876,27.365536672679298"
Latvia,Rezeknes,"56.17075775786418,26.772557406798853,56.831105048459165,27.71549726728506"
Latvia,Riebinu,"56.12423922336143,26.53710865474062,56.558847765412,27.038019239796085"
Latvia,Riga,"56.87249787088001,23.926931186000047,57.0887232661658,24.320200636650043"
Latvia,Rojas,"57.374699165633956,22.56797824719831,57.674198927038844,22.9945936073479"
Latvia,Ropazu,"56.87035329896554,24.371677488825014,57.061024109375126,24.817845460499598"
Latvia,Rucavas,"56.07261790600006,20.969086134000065,56.35593997255165,21.48549316956981"
Latvia,Rugaju,"56.86120666405628,26.86004560661945,57.114503838081646,27.3323156119759"
Latvia,Rujienas,"57.778378287727776,25.094209432000127,58.07513844900008,25.45537025713162"
Latvia,Rundales,"56.31240366600004,23.836199172154068,56.502546292377474,24.155348950293785"
Latvia,Salacgrivas,"57.40001250916495,24.285980665000068,57.947420146000084,24.64919346490649"
Latvia,Salas,"56.35101049523814,25.558626336036582,56.61726797104001,25.842998646270473"
Latvia,Salaspils,"56.82463218073053,24.176803020542934,56.930401313469815,24.457349888186798"
Latvia,Saldus,"56.34909393400001,21.945565220258686,56.92009186504748,22.859602845994516"
Latvia,Saulkrastu,"57.18243730973404,24.330845177757187,57.34807919696572,24.48787454577365"
Latvia,Sejas,"57.10594989057495,24.372448077416834,57.31634674730452,24.681573928394073"
Latvia,Siguldas,"56.98496070077567,24.630122348067914,57.21867829027087,25.168851279562887"
Latvia,Skriveru,"56.608121243500534,25.01488691629811,56.73715729447355,25.181824035151067"
Latvia,Skrundas,"56.504044908245874,21.776738316420165,56.82371105642011,22.189219598006048"
Latvia,Smiltenes,"57.26529043250741,25.657948438569576,57.569215108390495,26.325969679257298"
Latvia,Stopinu,"56.896145747328376,24.234676140691306,56.96902944635184,24.40564643293652"
Latvia,Strencu,"57.476422911288296,25.509895461206554,57.75235760222154,25.989046380086336"
Latvia,Talsi,"57.0083810487464,22.188134393287612,57.50272959829232,23.08037967328329"
Latvia,Tervetes,"56.354629849000034,23.118402235974372,56.54572927108899,23.46237186007329"
Latvia,Tukums,"56.692405504210626,22.818045256982998,57.26529043250741,23.506761916029575"
Latvia,Vainodes,"56.32373236647609,21.665539989978527,56.57334300397645,21.99538130070647"
Latvia,Valkas,"57.49933299382258,25.466329999030222,57.92339060500005,26.362866652274192"
Latvia,Valmiera,"57.505950407785065,25.372389350588037,57.55605208683431,25.456935934545697"
Latvia,Varaklanu,"56.54311229069964,26.375579054130014,56.72311167106676,26.792401157287543"
Latvia,Varkavas,"56.12112254546906,26.293110159506227,56.313339196047025,26.673582389515673"
Latvia,Vecpiebalgas,"56.962569892186764,25.492946516868244,57.27871229153902,25.923565301197698"
Latvia,Vecumnieku,"56.309734501945684,24.30910311861402,56.71364451778027,25.013511748568305"
Latvia,Ventspils,"56.94241608333556,21.328187478569248,57.65761953300006,22.308850539021137"
Latvia,Ventspils,"57.34096355962055,21.51153377240638,57.47323629193932,21.674789213251586"
Latvia,Viesites,"56.14112213100002,25.29357791508869,56.4671479361283,25.736142143245274"
Latvia,Vilakas,"57.01841680918835,27.402946257463782,57.356375287000006,27.846134481000036"
Latvia,Vilanu,"56.447614244002125,26.729252557359644,56.681010851069914,27.041295666062126"
Latvia,Zilupes,"56.14066599703813,27.841223498365764,56.43788351201442,28.217274617000072"
Lebanon,An Nabatiyah,"33.055580342,35.28882469800004,33.50126292574339,35.845116087000065"
Lebanon,Beirut,"33.861809394288116,35.47046959700009,33.912990627000056,35.5480931234988"
Lebanon,Beqaa,"33.418742463000044,35.61356814995014,34.5001433310001,36.604101196000045"
Lebanon,Mount Lebanon,"33.50973786151309,35.377054826130816,34.217663612291425,36.0113216489749"
Lebanon,North Lebanon,"34.15223094300359,35.6449577916518,34.68754791300002,36.44018355300011"
Lebanon,South Lebanon,"33.083976542000116,35.099619988000086,33.60691539213161,35.634858840363165"
Lesotho,Berea,"-29.373400567082513,27.510686377674176,-28.937354831959908,28.28574669815157"
Lesotho,Butha-Buthe,"-29.072643730623668,28.2181160938826,-28.570761413999975,28.830881381870256"
Lesotho,Leribe,"-29.346063734553695,27.63074711100012,-28.700652076032497,28.7912972345797"
Lesotho,Mafeteng,"-30.040801690145884,27.002154989000132,-29.520119603999902,28.309621209151487"
Lesotho,Maseru,"-29.926958509727456,27.300306527000146,-29.26462167684889,28.203374465359275"
Lesotho,Mohale's Hoek,"-30.39342484008432,27.171350065000098,-29.776218357191453,28.554670850879063"
Lesotho,Mokhotlong,"-29.576023857614928,28.56211225787439,-28.7595362275149,29.435908244000075"
Lesotho,Qacha's Nek,"-30.173240026605924,28.203374465359275,-29.738804620237033,29.150654337000077"
Lesotho,Quthing,"-30.658799335999916,27.533363823581567,-30.001269219698713,28.355596047719416"
Lesotho,Thaba-Tseka,"-29.894402358282207,28.100021599617094,-29.10582000059253,29.29627852400006"
Liberia,Bomi,"6.402363633712832,-11.081772834148978,6.996214098401936,-10.468786993724791"
Liberia,Bong,"6.438082791087936,-10.50614905383577,7.421563619000068,-9.106085324378228"
Liberia,Gbapolu,"6.8157599965265945,-10.9465097721083,8.022508850000051,-9.684782432563225"
Liberia,Grand Bassa,"5.581186550407567,-10.367040449332263,6.652049057917679,-9.090757411625248"
Liberia,Grand Cape Mount,"6.592529068083955,-11.476185675999943,7.543683809000072,-10.514468959974522"
Liberia,Grand Gedeh,"5.456695664872996,-8.943737962137277,6.492861182197771,-7.384118204999936"
Liberia,Grand Kru,"4.455607335649801,-8.70357362049978,5.1700723335713406,-7.808975185956058"
Liberia,Lofa,"7.189561469286389,-10.616220662999922,8.565395609000063,-9.353507039999954"
Liberia,Margibi,"6.12921784100007,-10.63681412063469,6.792402249464203,-9.71984046106843"
Liberia,Maryland,"4.3472354190000715,-8.100378586602517,5.112814846128231,-7.540666124213715"
Liberia,Montserrado,"6.221909514870864,-10.807850714999915,6.83609467253109,-10.353471034960307"
Liberia,Nimba,"5.831892402512381,-9.187986619087212,7.694363505000084,-8.28411494999989"
Liberia,River Cess,"5.271228250885653,-9.733149046890356,6.35506460224957,-9.0613276840254"
Liberia,River Gee,"4.81736342500011,-8.439505174424255,5.513416970217008,-7.3888207599999305"
Liberia,Sinoe,"4.821886979523513,-9.429677292972713,5.87519725195159,-8.306696742660563"
Libya,Ajdabiya,"27.007628281719803,18.499263949871363,31.26282074648026,24.981244751000133"
Libya,Al Butnan,"28.096700612842994,22.955632765239898,32.22418854400007,25.156260613000086"
Libya,Al Jabal al Akhdar,"31.065623481338548,21.331855910321963,32.950384833000044,22.112480096179468"
Libya,Al Jifarah,"32.26020172802731,12.819610629726753,32.72120717976753,13.250798781138826"
Libya,Al Jufrah,"26.003761908485274,14.40814415892578,29.86195018215517,19.17219445201232"
Libya,Al Kufrah,"19.496123759000014,19.168060336915005,27.049239432553748,24.981244751000133"
Libya,Al Marj,"31.03278310815392,20.309282668160563,32.78107330900008,21.717155389009974"
Libya,Al Marqab,"31.945595608150768,13.236432732884282,32.75823593411817,14.758407016570516"
Libya,Al Qubbah,"30.791557522261826,21.917763298837144,32.94794342700004,23.251355873042773"
Libya,An Nuqat al Khams,"32.30572866554547,11.449202514000092,33.18122531500005,12.573216194786212"
Libya,Ash Shati',"26.217469793795942,9.776953166000112,29.567549547073895,15.89404829279448"
Libya,Az Zawiyah,"32.2326065130801,11.86266645709128,32.87741870810398,13.110962355328411"
Libya,Benghazi,"31.006996568336945,19.917246941000087,32.56271193992881,21.319040154779316"
Libya,Ghadamis,"28.529008287102727,9.286543823000073,32.4178627030001,11.963022088398645"
Libya,Ghat,"24.326338558177895,9.377804403000084,27.8186419678525,11.480984327764475"
Libya,Misratah,"29.376760159253934,13.397663201895227,32.44967525322663,16.531218702581043"
Libya,Mizdah,"28.42697317097503,11.589918246729667,32.31738170020526,14.982372674359397"
Libya,Murzuq,"21.8641770589241,11.332569614296233,27.075169379163526,19.18583702985501"
Libya,Sabha,"26.245013332799033,13.93230757003829,27.741149399824906,16.280691358619265"
Libya,Surt,"28.48461823204576,16.114603305897845,31.261235553023123,18.780528191000087"
Libya,Tajura' wa an Nawahi al Arba,"32.33373729074333,13.076339146334533,32.91864655200004,13.954435640285809"
Libya,Wadi al Hayaa,"25.547794908508195,11.303666393888932,27.29218455727147,14.14624800024501"
Liechtenstein,Balzers,"47.055529849177844,9.475886271000121,47.1608249550482,9.609508497359142"
Liechtenstein,Eschen,"47.19060902900007,9.508250703307283,47.22526963128843,9.562909383000061"
Liechtenstein,Gamprin,"47.191347638083016,9.48643379345815,47.228934441756735,9.531050731306209"
Liechtenstein,Mauren,"47.210811076969605,9.519928766099667,47.23481658408042,9.554331095000123"
Liechtenstein,Planken,"47.14797197512655,9.529938535235203,47.199689111763064,9.567114250315864"
Liechtenstein,Ruggell,"47.224713533702584,9.497043626603961,47.2628010050001,9.534181546332288"
Liechtenstein,Schaan,"47.06297656631186,9.484981323000085,47.19691773486744,9.614160036831384"
Liechtenstein,Schellenberg,"47.22526963128843,9.519372668513824,47.2511758786833,9.547096395000068"
Liechtenstein,Triesen,"47.05240041200004,9.50286136800014,47.13073292928124,9.588252960082398"
Liechtenstein,Triesenberg,"47.07759442208504,9.52715804370871,47.160762234889205,9.615722697000109"
Liechtenstein,Vaduz,"47.08680116694029,9.495534340722259,47.16910370856925,9.598338620131187"
Lithuania,Alytaus,"53.88684112599999,23.335990125743706,54.56080434794228,24.997988721602212"
Lithuania,Kauno,"54.45900177671058,22.645729201241636,55.57862335918065,24.799964634160517"
Lithuania,Klaipedos,"55.0285802210001,20.924568700365,56.383676718000046,22.29892866422648"
Lithuania,Marijampoles,"54.226293795822016,22.57116534000005,55.105370591779376,23.77878665508007"
Lithuania,Panevezio,"55.39320831990801,23.86710167809997,56.44260243735255,25.961251118000064"
Lithuania,Šiauliai,"55.4742628039852,22.37463463727869,56.41211334300003,24.160830518713453"
Lithuania,Taurages,"55.05710480404343,21.814152053374528,55.68688548457743,23.477461378739633"
Lithuania,Telšiai,"55.601774399768715,21.515152215202534,56.417410177000065,22.70205651179856"
Lithuania,Utenos,"55.026719062035056,24.630517611798325,55.95845883400007,26.80072025600009"
Lithuania,Vilniaus,"54.12786000600009,24.388620233237134,55.522606106086926,26.739901281000073"
Luxembourg,Diekirch,"49.705807450053726,5.714927205000038,50.17497467100007,6.295567891944643"
Luxembourg,Grevenmacher,"49.4553486520001,6.174641553964534,49.84861569186069,6.502579387000139"
Luxembourg,Luxembourg,"49.44132436200003,5.790684855000023,49.82972361924959,6.312152540707189"
Macau S.A.R,Macau,"22.10537344000005,113.51986738400001,22.220770575000074,113.58749433700007"
Macedonia,Aerodrom,"41.91868195231024,21.43221154073001,41.98374258105525,21.554271275399003"
Macedonia,Aračinovo,"41.985706284917114,21.53876834468332,42.070248928045544,21.633542921868354"
Macedonia,Berovo,"41.51705272150588,22.620459426261505,41.80716421185889,22.985434527981056"
Macedonia,Bitola,"40.86081451400004,21.07378380657741,41.21986155936344,21.511173129736108"
Macedonia,Bogdanci,"41.124084542999995,22.504600864238455,41.253011990011316,22.66355757012576"
Macedonia,Bogovinje,"41.87328420690062,20.751052493677605,41.98829010730259,20.987587517949578"
Macedonia,Bosilovo,"41.391582343050686,22.673582797707923,41.569426785018095,22.859411248130584"
Macedonia,Brod,"41.429099432792555,21.029962192301298,41.83987539293503,21.396658155749265"
Macedonia,Brvenica,"41.77729523378798,20.94831342902154,41.96689606410206,21.183751255216237"
Macedonia,Butel,"41.997075100535426,21.381671990769746,42.14326772682409,21.510966424161154"
Macedonia,Čair,"41.98276072912432,21.426940544970137,42.00570506413737,21.445854120371337"
Macedonia,Čaška,"41.425817979316264,21.371646763187528,41.74455821429012,21.816064081292325"
Macedonia,Centar,"41.955062161389606,21.409785394180574,41.98733409289406,21.438309359689185"
Macedonia,Centar župa,"41.4026152609855,20.481596974720617,41.52475250912096,20.67835574662041"
Macedonia,Češinovo-Obleševo,"41.78861237256291,22.188134393287612,41.95035960551138,22.39101606623842"
Macedonia,Čučer Sandevo,"42.02182811157809,21.2937178950001,42.24687978200005,21.515720655983444"
Macedonia,Debar,"41.42491364175112,20.44415734900008,41.58732446824956,20.728895298379314"
Macedonia,Debarca,"41.05914866200003,20.65386031000014,41.428686020743214,21.03151248501314"
Macedonia,Delčevo,"41.787733873419484,22.603819613984,42.07912659191868,22.88208830463151"
Macedonia,Demir Hisar,"41.12583629011266,20.95430789609253,41.38664724407505,21.29330529090646"
Macedonia,Demir Kapija,"41.27683482506711,22.083127882945405,41.48930247692772,22.349054803036722"
Macedonia,Dojran,"41.139660543000005,22.56640587702958,41.29414643001371,22.74200347977677"
Macedonia,Dolneni,"41.35078379983247,21.258682081912525,41.592913723289655,21.60264041502313"
Macedonia,Drugovo,"41.32422211455889,20.684763624841423,41.61466950079682,21.1391028168415"
Macedonia,Gazi Baba,"41.910129503074074,21.444303826760176,42.10166819882829,21.582900018221267"
Macedonia,Gevgelija,"41.11366729700005,22.208184849351312,41.3780172804731,22.58663401000007"
Macedonia,Gjorče Petrov,"41.98482778577369,21.241215448234357,42.09842542700004,21.3592444187949"
Macedonia,Gostivar,"41.62448802280397,20.540482218000136,41.87364674900003,21.079054803236545"
Macedonia,Gradsko,"41.487855536104064,21.771829054067553,41.72029612876332,22.03196821536085"
Macedonia,Ilinden,"41.91966380514049,21.530293409812998,42.04001821476879,21.688216586925932"
Macedonia,Jegunovce,"41.98131378830067,21.028721957951973,42.19595265700009,21.229298015590928"
Macedonia,Karbinci,"41.70861725478244,22.122815383023465,41.86571360869607,22.446619907282866"
Macedonia,Karpoš,"41.945398668114024,21.35800418534484,42.029062812099085,21.428490837681977"
Macedonia,Kavadartsi,"41.1067537900001,21.772035759642563,41.504676215534914,22.302649367274455"
Macedonia,Kičevo,"41.46927785928574,20.896947055861915,41.55105581287546,21.005260858102076"
Macedonia,Kisela Voda,"41.89038910627221,21.427250604231972,41.971805325555295,21.53608117040966"
Macedonia,Kočani,"41.846748359149444,22.256140577825363,42.1018232293585,22.517726678143674"
Macedonia,Konče,"41.422949936989994,22.259137811360915,41.59875315983044,22.508941684910837"
Macedonia,Kratovo,"41.990098782432824,21.92179406114701,42.16458425655816,22.354222446009032"
Macedonia,Kriva Palanka,"42.09448517515068,22.138113324150517,42.37033477900009,22.50693853400014"
Macedonia,Krivogaštani,"41.24616486311794,21.308601515147814,41.387474067274354,21.427767368169498"
Macedonia,Kruševo,"41.21024974203192,21.131041294020463,41.47255931186271,21.334646437383185"
Macedonia,Kumanovo,"41.94193634748444,21.59850630082508,42.26095663500011,21.986182896323612"
Macedonia,Lipkovo,"42.035987454257565,21.471973164729775,42.24778411900009,21.686149530276566"
Macedonia,Lozovo,"41.645933742847944,21.8159607276055,41.83494029395939,22.013984815946458"
Macedonia,Makedonska Kamenica,"41.94005015708905,22.416957634787025,42.14892727600004,22.627176664971103"
Macedonia,Mavrovo and Rostusa,"41.47348948784958,20.500381307000055,41.8000602008176,20.897360467011936"
Macedonia,Mogila,"41.07733795838004,21.30312381381293,41.26311473195926,21.59933312312512"
Macedonia,Negotino,"41.34851003670883,21.978638135641404,41.653478501731456,22.30006554488898"
Macedonia,Novaci,"40.86629221700012,21.421359490847806,41.161053779208544,21.896332708987302"
Macedonia,Novo Selo,"41.3357726040001,22.786237419721147,41.52320117600006,22.95459842900007"
Macedonia,Ohrid,"40.89373240200008,20.66409224400013,41.250867418096846,21.039367303158485"
Macedonia,Oslomej,"41.50423696506385,20.966503534010883,41.648000800396574,21.102825962348277"
Macedonia,Pehčevo,"41.67719775737061,22.757608676898883,41.871618274863465,23.00958215300011"
Macedonia,Plasnica,"41.405018215318364,21.039367303158485,41.48056916053832,21.19522342272279"
Macedonia,Prilep,"41.06470496486219,21.363378533892217,41.4739804142647,21.925545235000072"
Macedonia,Probištip,"41.84421621450667,22.011297641672797,42.05190379522395,22.336755812330864"
Macedonia,Radoviš,"41.507337551386854,22.291280551656143,41.77037059252882,22.644540642836375"
Macedonia,Rankovce,"42.08929169375665,22.02152957482997,42.319120232050444,22.207796023867388"
Macedonia,Resen,"40.849394023000045,20.833385043884675,41.21363454919509,21.261059197823727"
Macedonia,Rosoman,"41.43033966714188,21.809759555858818,41.555939235906976,21.984735956399277"
Macedonia,Saraj,"41.87767670351701,21.138275995440836,42.10382211290016,21.359864536419195"
Macedonia,Skopje,"41.80220327446153,21.566776970780552,41.983768419476974,21.81286014218182"
Macedonia,Sopište,"41.72427521422975,21.21661746592332,41.94842173917192,21.447404413083177"
Macedonia,Staro Nagoričane,"42.09737905499935,21.71952070000009,42.335117289000024,22.051501905688383"
Macedonia,Štip,"41.54196076128011,21.93678022612653,41.86876251907495,22.40104129382064"
Macedonia,Struga,"41.07527170800002,20.477747029000113,41.42801422807412,20.7602112163745"
Macedonia,Strumitsa,"41.3112513293853,22.445483025721046,41.490904446483,22.796817681890502"
Macedonia,Studeničani,"41.66053233509916,21.332062615896973,41.9283196071641,21.58641401479491"
Macedonia,Šuto Orizari,"42.007255356849214,21.388596632928227,42.05249807442658,21.425907017095142"
Macedonia,Sveti Nikole,"41.71848745453235,21.803144972062796,42.00172597957027,22.09863081186245"
Macedonia,Tearce,"42.013818263801795,20.904170441000076,42.15996989400004,21.131247999595473"
Macedonia,Tetovo,"41.94033778400008,20.741813598000135,42.11666775500002,21.048048943603874"
Macedonia,Valandovo,"41.21298859314902,22.324456820725686,41.448607286497065,22.76229345200005"
Macedonia,Vasilevo,"41.456694647739766,22.499639926841155,41.63409984013549,22.732080518601038"
Macedonia,Veles,"41.60190542299688,21.569980909891058,41.91160228142013,21.86143598828022"
Macedonia,Vevčani,"41.21014719700007,20.495441273794967,41.25353867706826,20.62663185067936"
Macedonia,Vinica,"41.7271174181343,22.435251091664554,41.98710154889733,22.713166944998477"
Macedonia,Vraneštica,"41.41132273985255,20.964436475562877,41.58045970295291,21.148301222123678"
Macedonia,Vrapcište,"41.80442536074179,20.71439819800011,41.91875946757534,20.95585818880437"
Macedonia,Zajas,"41.52129018849138,20.783258905074376,41.665364081287294,20.986553989175263"
Macedonia,Zelenikovo,"41.74026907046118,21.466524692260748,41.89488495477684,21.637160272128824"
Macedonia,Želino,"41.81718943944105,21.014665968959264,42.007436224901824,21.240802036185016"
Macedonia,Zrnovci,"41.789310004553045,22.35649620913273,41.869485989486805,22.448997023194067"
Madagascar,Alaotra-Mangoro,"-19.795587254148472,47.84987552283707,-16.239886976802552,48.91683882005549"
Madagascar,Amoron'i Mania,"-21.047366894866286,45.767315300660584,-19.882713717863794,47.78114586788746"
Madagascar,Analamanga,"-19.594307549853568,46.590830925706655,-17.722122083567285,48.03363691571104"
Madagascar,Analanjirofo,"-17.752631725173956,48.72941752010246,-14.940483086924928,50.130869988000086"
Madagascar,Androy,"-25.59856536299992,44.72779381563208,-23.884467516462735,46.23764082066731"
Madagascar,Anosy,"-25.19817473767398,45.275373506881806,-22.673086032694243,47.428061648126516"
Madagascar,Atsimo-Andrefana,"-25.303643487856675,43.22291100400008,-20.92910979598031,45.790466343047285"
Madagascar,Atsimo-Atsinanana,"-24.287612807285257,46.411927118341794,-22.174842808948483,47.882498721252595"
Madagascar,Atsinanana,"-20.452808119099416,47.6790332382933,-17.513685014152433,49.50961347700007"
Madagascar,Betsiboka,"-17.949911798091023,45.48479239135577,-16.299440546743824,48.20416914189235"
Madagascar,Boeny,"-17.239003808179234,44.87777754000007,-15.19508228999996,47.35139140399008"
Madagascar,Bongolava,"-19.468900615870723,45.498856235926496,-17.734059339966564,47.130625847005206"
Madagascar,Diana,"-14.245435072070904,47.87582441500007,-11.943617445999905,49.63550865979681"
Madagascar,Haute Matsiatra,"-22.275062889940443,45.515030959311275,-20.746706650991143,47.45161148498204"
Madagascar,Ihorombe,"-23.703199046998407,45.00560468930496,-21.666790866705128,47.20106128205248"
Madagascar,Itasy,"-19.44384559539793,46.161277938725846,-18.70472249594644,47.47666650545483"
Madagascar,Melaky,"-19.308433525586736,43.92359459700003,-16.176527601999908,45.96999026893576"
Madagascar,Menabe,"-21.9026832012687,43.54224694100009,-18.190413913571263,45.85857588127186"
Madagascar,Sava,"-15.984633070999905,49.09687950988143,-12.674574477430212,50.503916863000086"
Madagascar,Sofia,"-16.764196059000938,47.05591881600009,-13.864993177992801,49.58594526636091"
Madagascar,Vakinankaratra,"-20.279898777006963,45.783903436094704,-19.155712861759184,47.87535200429153"
Madagascar,Vatovavy-Fitovinany,"-22.595605369745815,47.06325867035133,-20.221556084845417,48.616221550000034"
Malawi,Balaka,"-15.324594008106999,34.84307254356304,-14.755378106014803,35.31524010624588"
Malawi,Blantyre,"-16.0314759247741,34.7363607108781,-15.35100066464895,35.14625817187709"
Malawi,Chikwawa,"-16.700848912147592,34.23132613100006,-15.730323010698385,35.09613203306685"
Malawi,Chiradzulu,"-16.005327650650543,35.10403852715626,-15.523083183542099,35.3406649108569"
Malawi,Chitipa,"-10.584883314913043,33.479073113833124,-9.477456562999905,34.62085892300007"
Malawi,Chitipa,"-10.57304805899993,32.9208634850001,-9.381235046999876,33.94845014765616"
Malawi,Dedza,"-14.607014261999936,33.61840558200009,-13.850782158469826,34.74840132006483"
Malawi,Dowa,"-13.823393649996945,33.42228071528274,-13.233972263109479,34.30785973463901"
Malawi,Kasungu,"-13.6282634415046,32.90548718000008,-12.374281460021393,34.00198693205124"
Malawi,Likoma,"-12.12453013099993,34.541798136000125,-11.970534362999985,34.76235315000014"
Malawi,Lilongwe,"-14.56184056699989,33.25298872165217,-13.48046884476139,34.28362348843325"
Malawi,Machinga,"-15.258344821856042,35.1726131533743,-14.543142707669801,35.90429895000011"
Malawi,Mangochi,"-14.762199394486458,34.735998975672146,-13.516283029538215,35.75053940856685"
Malawi,Mchinji,"-14.230565247999934,32.66330814700012,-13.336601657540484,33.359597202448924"
Malawi,Mulanje,"-16.20872095690663,35.28309736505133,-15.606695651583038,35.79659142785209"
Malawi,Mwanza,"-15.8122128228635,34.3422178216951,-15.575327250052567,34.765299512962144"
Malawi,Mzimba,"-12.722065525303776,33.21262862100008,-10.963723239435978,34.105029737632265"
Malawi,Neno,"-15.610674737049465,34.41002323400011,-15.200177714230108,35.05463585785856"
Malawi,Nkhata Bay,"-12.20493961299988,33.71538943917125,-10.965686944197103,34.96461470600008"
Malawi,Nkhotakota,"-13.489615574099446,33.76039961095324,-12.139207044469515,34.5827597330001"
Malawi,Nsanje,"-17.135335387999902,34.88661311070649,-16.33135426208952,35.31436080000009"
Malawi,Ntcheu,"-15.326402683237234,34.380436309787854,-14.30320932345154,34.9918489931365"
Malawi,Ntchisi,"-13.52227507923152,33.61890953964354,-13.02277068401986,34.13360680540973"
Malawi,Phalombe,"-15.944349461058778,35.4967794128396,-15.459198532586242,35.83755828278851"
Malawi,Rumphi,"-11.108727309118024,33.23169722500006,-10.451971531261165,34.67501997800008"
Malawi,Salima,"-14.114331963549262,34.11670861161309,-13.403625920999943,34.863897595597564"
Malawi,Thyolo,"-16.39909046295452,34.89159671371732,-15.860943698592848,35.322526482711"
Malawi,Zomba,"-15.683435154308938,35.01107262510152,-15.20708180058466,35.840530233000095"
Malaysia,Johor,"1.2704531920000477,102.48059777196954,2.8910993510000935,104.29468834700003"
Malaysia,Kedah,"5.080930487352077,100.1987319665861,6.526754413285516,101.09427331500007"
Malaysia,Kelantan,"4.555587877278697,101.34335452708973,6.257513739000046,102.6663228696047"
Malaysia,Kuala Lumpur,"3.0269214954306563,101.62173546841711,3.232206121815068,101.76312218604"
Malaysia,Labuan,"5.252183335000041,115.15919030000009,5.387396552000041,115.25977623800009"
Malaysia,Melaka,"2.0929768512150324,101.98707116000003,2.4922771263882737,102.59935021384126"
Malaysia,Negeri Sembilan,"2.3913279687228184,101.72120095987208,3.2834174671423852,102.70456342975842"
Malaysia,Pahang,"2.4459492049917912,101.34195926310946,4.781465562085998,103.64031009200005"
Malaysia,Perak,"3.6682518578369354,100.36451256600003,5.911345724000043,101.75330366403284"
Malaysia,Perlis,"6.171792982000056,99.64522806000008,6.707963766000077,100.37765898957065"
Malaysia,Pulau Pinang,"5.120049547548547,100.17896569100003,5.5689826313447375,100.55911299007238"
Malaysia,Putrajaya,"2.8742434765551934,101.66690066893068,2.981213690759205,101.73113447537571"
Malaysia,Sabah,"4.145949698020161,115.35962975400003,7.35578034100007,119.27808678500003"
Malaysia,Sarawak,"0.8513703410001057,109.52843550600005,4.962329459971157,115.6753996111031"
Malaysia,Selangor,"2.5958499681063136,100.81226647200003,3.86167674398655,101.9645052431224"
Malaysia,Trengganu,"3.875319321829238,102.38628828277797,5.854763088000084,103.49642988400007"
Maldives,Addu,"-0.6885718729999439,73.09115644600007,-0.5778947899999594,73.24838300900007"
Maldives,Alifu Alifu,"3.99640534100007,72.69906660200007,4.438299872000073,72.97575931100005"
Maldives,Alifu Dhaalu,"3.5035667990000547,72.68970787900008,3.8368594420000477,72.95582116000008"
Maldives,Baa,"4.880519924000055,72.85661868600005,5.352769273000092,73.13184655000003"
Maldives,Dhaalu,"2.6757266300000424,72.86491946700005,2.969183661000045,73.03223717500003"
Maldives,Faafu,"3.076849677000041,72.83122806100005,3.312486070000091,73.04688561300003"
Maldives,Gaafu Alifu,"0.38056061400004637,73.34978274800005,0.8477237000000741,73.51343834700003"
Maldives,Gaafu Dhaalu,"0.21344635600007678,72.93702233200008,0.49632396000004064,73.37916100400008"
Maldives,Gnaviyani,"-0.3042945289999466,73.43458092500003,-0.2836239559999285,73.44507897200003"
